Query	Correction
fygja	fylgja
fyglja	fylgja
fyirlestur	fyrirlestur
fyirr	fyrir
fyjgla	fygla
fykgist	fylgist
fykruðu	fikruðu
fýlað	fílað
fýlaðist	falaðist
fýlful	fylfull
fýlfulk	fylfull
fylga	fylgja
fylgast	fylgjast
fýlgdist	fylgdist
fylgdja	fylgja
fylgdt	fylgd;fylgt
fylgdti	fylgdi
fylgdyst	fylgdist;fylgdust
fylggi	fylgi
fylggja	fylgja
fylgia	fylgja
fylgiskal	fylgiskjal
fylgiskjál	fylgiskjal
fylgisköl	fylgiskjöl
fýlgja	fylgja
fylgjas	fylgjast
fylgji	fylgi
fylgjin	fylgin
fylgjist	fylgist
fylgldist	fylgdist
fylgli	fylgi;fylgni
fylgstu	fylgistu
fylgyskali	fylgiskjali
fylgyskall	fylgiskjal
fylgyskjal	fylgiskjal
fylgyskjöl	fylgiskjöl
fylia	fylla
fýlindi	fýlandi
fyllabitta	fyllibytta
fylleri	fyllerí;fyllirí
fyllgjist	fylgist
fyllibitta	fyllibytta
fylly	fullu;fylli
fylma	filma
fylsma	filma;fylgsna
fylstu	fyllstu;fylgstu
fyltist	fylgdist;fylltist
fyltst	fylgst;fylltist
fylum	fyljum
fylun	fylin
fymi	fimi
fymm	fimm
fymmti	fimmti
fymti	ymti;fimmti
fynd	fund
fyndd	fyndi
fynddin	fyndin
fynddinn	fyndinn
fyndim	fyndin
fyndin]	fyndin
fyndinar	fyndinnar
fyndinnn	fyndinn
fyndivv	fyndinn
fyndynn	fyndinn
fyngur	fingur
fynn	finn
fynna	finna
fynnast	finnast
fynndin	fyndin
fynndist	fyndist
fynns	finns;finnst
fynnst	finnst
fynnt	fyrnt
fynt	fínt;fyrnt
fyölskylda	fjölskylda
fyp	fyl
fyribæri	fyrirbæri
fyriburi	fyrirburi
fyrigerfðu	fyrirgefðu
fyriirlestur	fyrirlestur
fyrimynd	fyrirmynd
fýrír	frír
fyrir·bæri	fyrirbæri
fyriræki	fyrirtæki
fyrirbyggjun	fyrirbyggjum
fyrirferðalítill	fyrirferðarlítill
fyrirferp	fyrirfer;fyrirferð
fyrirframm	fyrirfram
fyrirfrma	fyrirfram
fyrirgefði	fyrirgefðu
fyrirkestur	fyrirlestur
fyrirkomulaf	fyrirkomulag
fyrirkomulög	fyrirkomulag
fyrirlagstur	fyrirlestur
fyrirlest	fyrirleist
fyrirlesta	fyrirlestra
fyrirlestar	fyrirlestrar
fyrirlestrun	fyrirlestrum
fyrirlestrur	fyrirlestur
fyrirlestursalur	fyrirlestrarsalur
fyrirlesur	fyrirlestur
fyrirmælið	fyrirmæli
fyrirmli	fyrirmæli
fyrirnefnds	fyrrnefnds
fyrirnefndt	fyrrnefnd;fyrrnefnt
fyrirrunna	fyrirruna
fyrirspurði	fyrirspurn
fyrirspurt	fyrirspurn
fyrirstað	fyrirstaða
fyrirstaður	fyrirstöður;fyrirstaða
fyrirt´ki	fyrirtæki
fyrirtæk	fyrirtæki
fyrirtæk8u	fyrirtækju;fyrirtæki
fyrirtæli	fyrirtæki
fyrirtí	fjörutíu
fyrirtöku	fyrirtökum
fyrirunna	fyrirruna
fyrirvaralsust	fyrirvaralaust
fyristi	fyrsti
fyritæki	fyrirtæki
fyrivari	fyrirvari
fyrnefndur	fyrrnefndur
fyrnefns	fyrrnefnds
fyrntar	fyrndar
fyrranálið	fyrramálið
fyrrir	fyrir
fyrrirtæki	fyrirtæki
fyrrnenfns	fyrrnefnds
fyrrsti	fyrsti
fyrrumnefnd	fyrrnefnd
fyrrumnefnnd	fyrrnefnd
fyrrumnefnndar	fyrrnefndrar
fyrrvarandi	fyrrverandi
fyrrveranndi	fyrrverandi
fyrrverrandi	fyrrverandi
fyrsata	fyrsta
fýrst	fyrst
fyrstjur	fyrstur
fýrstur	fyrstur
fyrtján	fitjár;fjórtán
fyrtsa	fyrsta
fyrtsi	fyrsti
fyrtsur	fyrstur
fyruð	feyruð
fyrurgefa	fyrirgefa
fyrverrandi	fyrrverandi
fýs	fús
fýsaði	fýsti
fýsískan	fasískan
fysískt	fasískt
fýssni	fýsni
fystur	fyrstur
fýstusk	fýstust
fyt	fit
fytsur	rytsur
fyttaði	fattaði
fzrsti	fyrsti
fþætti	þætti
fþrír	þrír
fþruðji	þriðji
g-olf	golf
g;tu	gætu
g´ð	góð
g´ði	gæði
g´ðir	góðir
g´ti	gæti
ga	gá
ga,al	gamall
ga,all	gamall
gaangur	gangur
gab	gaf
gabíel	Gabríel;Gabriel
gabrél	Gabríel;Gabriel
gabrélla	Gabríella;Gabriella
gabri	gambri
gabriéla	Gabríela;Gabriela
gabý	gabb
gadra	galdra
gæ	gær
gæætis	gætis
gæafuður	gæsafiður
gæatt	gætt
gæatu	gætu
gæðana	gæðanna
gæðastiki	gæðastigi
gæekvöld	gærkvöld
gæftalwysi	gæftaleysi
gæfumunir	gæfumunur
gægæðist	gægðist
gægði	gæði
gægdust	gægðust
gægir	gægist
gægji	gægju
gægstir	lægstir
gæjari	gæjar
gæji	gæi
gæjinn	gæinn
gæjist	gægist
gæjn	gæja
gæjr	gær
gæk	gær
gælar	gæla
gælts	gælt
gæludýrini	gæludýrinu
gæludyur	gæludýr
gælun	gælum
gælurna	gælurnar
gæminna	gæmanna
gæmul	gömul
gæng	gang
gænmetis	grænmetis
gænmetisréttur	grænmetisréttur
gæo	gær
gæqtu	gætu
gærjarnir	gæjarnir
gæsasteggur	gæsarsteggur
gæsindi	gæsinni
gæslu­v­arðhaldi	gæsluvarðhaldi
gæsunar	gæslunnar
gætan	gæta
gætiþ	gæti
gæums	gaums
gæumst	gæfumst
gæyur	gætur
gafa	gaf;gefa;grafa
gáfadðs	gáfaðs
gáfaðu8r	gáfaður
gafaður	gáfaður
gàfaður	gáfaður
gafal	gaffal
gafall	gamall;gaffall
gafáll	hafáll
gáfall	áfall
gafalli	gamalli
gaff	gaf
gaffel	gaffal
gafflall	gaffall
gafflin	gaffli
gafflinn	gaffalinn
gafguð	göfguð
gáfir	gáfur
gafirnar	gjafirnar
gaflast	gafla
gáfnaði	gáfaði
gáfsður	gáfaður
gáfug	gáfu
gáfumenni	gáfumanni
gafur	gefur
gagangrunnur	gagnagrunnur
gagn·rýninn	gagnrýninn
gagnaferjun	gagnaferjuna
gagnagrun	gagnagrunn
gagnagrún	gagnagrunn
gagnagrúnn	gagnagrunn
gagnana	gagnanna
gagnfræðiskóla	gagnfræðaskóla
gagnga	ganga
gagngeet	gagngert
gagngrýna	gagnrýna
gagngrýni	gagnrýni
gagnrína	gagnrýna
gagnríndur	gagnrýndur
gagnrínn	gagnrýnn
gagnrúnduð	gagnrýnduð
gagnrýkir	gagnrýnir
gagnryna	gagnrýna
gagnrýnilaust	gagnrýnislaust
gagnrynn	gagnrýnn
gagnrýnnin	gagnrýnin
gagnrýnninar	gagnrýninnar
gagnrýnum	gagnrýnum
gagnsært	gagnsætt
gagnsæt	gagnsætt
gagnsæur	gagnsæir
gagnskör	gangskör
gagnýta	hagnýta
gagnýtt	hagnýtt
gagryna	gagrana
gagryni	gagnrýni
gagrýni	gagnrýni
gagrýnin	gagnrýnin
gagrýninn	gagnrýninn
gagrynni	gagnrýnni
gahnvart	gagnvart
gakkt	gakktu
gákrist	gárist
gáktu	gátu
galannar	glannar;galinnar
galasti	galnasti
galdrabok	galdrabók
galdróttur	göldróttur
galdu	galdur
galería	gallería
galg	gang
galga	ganga
galíon	gallon
gallanskur	gallneskur
gallítaður	gallaður
gallitarefni	galllitarefni
gallur	allur
galnaða	gulnaða
gálp	gjálp
gálsma	gálma
galuð	galið
galþþ	gals
gama	gáma
gama,l	gamall
gamaæ	gaman
gamal	gamall
gamaliel	Gamalíel
gamalll	gamall
gamallt	gamalt
gamalsdags	gamaldags
gamalur	gamalær
gamaninu	gamninu
gamanl	gaman;gamall
gamann	gaman
gamatll	gamall
gambol	Gabon
gameliel	Gamalíel
gamelíel	Gamalíel
gamell	gamall
gamil	gamli
gamir	gamlir
gamlann	gamlan
gamlár	gamlar
gamlársdagurt	gamlársdagur
gamll	gamall
gamlli	gamli
gammak	gamma
gammal	gamall
gammall	gamall
gammalt	gamalt
gammla	gamla
gammlur	gammur
gammon	mammon
gámmur	gámur
gamnan	gaman
gamqll	gamall
gamsana	gemsana
gamsanna	gasanna
ganaga	ganga
ganastu	gagnastu
gandgan	gangan
gandhafi	handhafi
gánga	ganga
gangaa	ganga
gangaferd	gangnaferð
gangaferð	gangnaferð
gangamuni	gangamunni
gángan	gangan
gangatur	ganglatur
gangdi	gangi
gangdyr	gangadyr
gangdyrna	gangadyrnar
gángdyrnar	gangadyrnar
gangfa	ganga
ganglegar	gagnlegar
ganglimuj	ganglimur
gangq	gang
gangstigunum	gangstígunum
gangtegundur	gangtegundir
ganka	ganga
gannu	gunnu
gánol	gál
ganrýni	gagnrýni
gantisti	gatisti
ganuða	gnauða
gapastikk	gapastokk
gapis	gaps
gáratug	áratug
gard	garð
garđ	garð
gardabæ	Garðabæ
garđar	garðar;Garðar
garðariíki	Garðaríki
garðin	garðinn
garđinn	garðinn
gardinum	garðinum
garđinum	garðinum
gardinur	gardínur
garðinur	garðinum
garðist	gerðist
garðo	garð;garði;Garði
garđs	garðs;Garðs
garðshús	garðahús
garđsins	garðsins
garđum	gerðum;görðum
gardur	garður
garđur	garður
garðurin	garðurinn
garðut	garður;Garður
garfu	garfa
gargla	garga
garinnar	gárinnar
gárkist	gárist
garnu	garni
gásað	gása
gásan	gása
gáskan	gáskann
gáskir	gásir
gaslara	göslara
gaslitur	graslitur
gasreiti	grasreiti
gassin	gassinn
gassinni	gassinn
gastr	gast
gastuð	guð
gastugeta	gaslugta
gastur	gestur
gât	get
gäta	geta
gátann	gátan
gateri	gatari
gatinum	gatinu
gátis	gætis
gatlæti	atlæti
gatu	gætu;gátu
gaua	Gauja
gauda	gauta;Gauta
gauðn	auðn
gaufan	gufan
gaufana	gaufara
gaujin	gauðin
gaumin	gauminn
gaumina	gauminn
gaungum	göngum
gauninn	gaurinn
gaunu	gaupu
gaup	kaup
gaurinni	gaurinn
gaurinnn	gaurinn
gausins	gaursins
gaymi	geymi
gays	gys
gbríel	Gabríel;Gabriel
gðmundur	Guðmundur
gdúr	dúr
ge,ngur	gengur
ge3rðinni	gerðinni
geatbað	getað
geddi	gleddi
géds	geðs
geek	gekk
geekk	gekk
geeta	geta
gefiru	gefir
gefli	gefi
geflir	gefnir
gefq	gef
gefsa	gefa
gefýra	gefara
geg	gegn
gegba	gegna
gegl	gegn
gegnaði	gagnaði
gegngdarlaus	gegndarlaus
gegngdu	gegndu
gegnim	gegnum
gegntak	gagntak
géh	gré
geiða	greiða
geigara	geigar
geignvælegu	geigvænlegu
geilaspilar	geislaspilari
geilaspilarar	geislaspilarar
geilun	geislun
geimforin	geimförin
geimsd	geims
geimsi	geimi
geimsla	geymsla
geimslá	geymsla
geimslu	geymslu
geind	greind
geinda	greinda
geingum	gengum
geinun	geipun
geinuna	ginuna
geinvænlegu	geigvænlegu
geirnist	girnist
geirur	geirum
geirvart	geirvarta
geirvört	geirvörtu
geisaða	geisað
geisaðo	geisað
geisip	geisp
geisladikur	geisladiskur
geisladiski.	geisladiski
geislaðiskur	geisladiskur
geisladríf	geisladrif
geislarpilarar	geislaspilarar
geislarpilararnir	geislaspilararnir
geislidisk	geisladisk
geislidiski	geisladiski
geispaa	geispana
geispqðu	geispuðu
geist	geyst
geistist	geystist
geistugur	teistugur
geistumst	geystumst
geisu	geisa
geithéði	geithéðni
géka	góka;bóka
gékk	gekk
gémsla	geymsla
gén	gen
gengdarlaus	gegndarlaus
gengdi	gegndi
géra	gera
gérða	gerða
gérðu	gerðu
gerfi	gervi
gét	get
gétur	getur
geysar	geisar
geyspa	geispa
ghana	Gana
gíftur	giftur
gífunar	gufunar
gífurkega	gífurlega
gífuryðri	gífuryrði
gígbrú	gígbrún
gígin	gíginn
gígjarfoss	Gýgjarfoss
gígka	gígja
gígt	gigt
gíkklandi	Grikklandi
gílas	glas
gílau	gíla
gíli­nur	gílinur
gill	gil
gíms	gríms
gínaði	grínaði
gínunar	gínurnar
gírafann	gíraffann
gíraffí	gíraffi
gírafi	gíraffi
gírafinn	gíraffinn
gíranu	gírana
gíru	gír
gírunar	grunar
gis	gys
gísk	grísk
gíslasonur	Gíslasonar
gísnunar	gisnunar
gístu	gistu
gítaleikari	gítarleikari
gitar	gítar
gítarleikar	gítarleikari
gítarlika	gítarleiks
gítarliki	gítarleik
gítarrin	gítarinn
gjà	gjá
gjaf	gaf;gjöf
gjeggjað	geggjað
gjöð	gjörð
gjóf	gjöf
glad	glað
gladur	glaður
gleima	gleyma
gleipa	gleypa
glima	glíma
glóðurauga	glóðarauga
gluggagæjir	gluggagægir
gluggan	gluggann
gluggasilla	gluggasylla
gluggin	glugginn
gluggu	gluggi
glyma	gleyma
go	og
go´tt	gott
go∂ur	gotur
góáður	góður
god	góð
gód	góð
góđ	góð
gòð	góð
góð7	góð;góði
góðaan	góðan
goðaf	goða;goðafræði;góða
góðafræði	goðafræði
goðafræðii	goðafræði
goðam	goða;goðann
goðan	góðan
góđan	góðan
góðast	góða
góðgæit	góðgæti
goðgæti	góðgæti
góðgerðarstarf	góðgerðastarf
goðir	góðir
góðmál	góðmálm
goðorðsmaðr	goðorðsmaður
goðra	góðra
goðrar	góðrar
goðsfræði	goðafræði
góðsögn	goðsögn
goðu	góðu
góðue	góðu
gódum	góðum
godur	góður
goður	góður
gódur	góður
gódùr	góður
góđur	góður
gòður	góður
gõður	góður
góðurglaður	góðglaður
góðut	góðu;góður
göfa	gefa
gófl	gólf
göfla	göfgina
göfuft	göfugt
gögan	gögn
gögaur	gögur
gögm	gögn
gögnun	gögnum
gógur	góður
gögura	gögur
gögurð	göguð
gögurn	gögur
gögurr	gögur
gökkhærð	dökkhærð
góld	gólf
göldróttann	göldróttan
góldvild	góðvild
gólðvild	góðvild
góletta	gletta
gólfiny	gólfinu
gólfmótta	gólfmotta
gólmu	gálmu
gómez	góms
gómin	góminn
gömly	gömlu
gomsætur	gómsætur
gómsat	gómsæt
gömull	gömul
gómun	gómum
gömur	gömul
göngaferð	gönguferð
göngtur	göngur
gönguf	göngu
göngufélag	göngufélagi
göngufer	gönguferð
gönguferđ	gönguferð
gönguferð-	gönguferð
gönguferðina:	gönguferðina
gönguferður	gönguferðir
gönguleid	gönguleið
göngunur	göngunum
göngur	göngur
göngurind	göngugrind
göngurtur	göngutúr
göngurtúr	göngutúr
gönguskor	gönguskór
góngutúr	göngutúr
göngutur	göngutúr
goöfræði	goðfræði;goðafræði
górmur	gormur
górrum	gerrum
góssu	góssi
gótt	gott
gotúr	gotur
gouður	guður
goût	got
goyi	gosi
goþaula	golaula
gpáskar	páskar
gptt	gott
gqffall	gaffall
gqmall	gamall
gr-is	grís
gr´r	grár
gr´ta	gráta
gra	grá
gráaan	gráan
gräata	gráta
grad	grand
grada	granda
grádandi	grátandi
gráðin	ráðin
graðkan	graðka
graðkann	graðka
gráðung	gráðug
gráðungur	gráðugur
gráðuostur	gráðaostur
grádur	gráður
grádúr	gráður
gráðurs	gráður
græaðugur	gráðugur
græaj	græja
græant	grænt
græar	grænar
græata	græta
græðamm	græða
græeðum	græðum
græen	græn
græeti	græti
grægja	græja
grægjur	græjur
græinn	grænn
græmenti	grænmeti
græmetis	grænmetis
græmetli	grænmeti
græmetti	grænmeti
græmt	grænt
græmti	græti
græneti	grænmeti
grænjaxt	grænjaxl
grænkast	grænka
grænkun	grænkuna
grænlænsk	grænlensk
grænlandingi	Grænlendingi
grænlandingur	Grænlendingur
grænlandur	Grænlandi
grænmat	grænmeti
grænmeiti	grænmeti
grænmet	grænmeti
grænmetisæt	grænmetisæta
grænmeto	grænmeti
grænnstór	græntór
grænskur	grænkur
grænt.	grænt
grænusta	grænasta
græoðursetti	gróðursetti
græpana	grípana
græskir	ræskir
grætaða	grætta
grætajða	græjaða
grætala	græta
grætut	grætt
gráfa	grafa
grafalvalegur	grafalvarlegur
grafarvarlegur	grafalvarlegur
graffíu	grafít
grafía	grafa
grafíj	grafík
gráfikjur	gráfíkjur
grafín	grafin
grafíu	grafít
grafkyr	grafkyrr
graftarbólar	graftarbóla
graham	grashaf
gralinum	gralnum
grallann	gallann
grallnu	gralinu
grammar	gramma
granatepri	granatepli
grandaaus	grandalaus
grandirs	grandir
grang	gang
granhár	granahár
granmur	grannur
grannnur	grannur
grannue	grannur
granola	granóla
gransan	granan
grant	grannt
grantir	grannir
grasflat	grasflöt
grási	grasi
grásinu	grasinu
grask	gras
graski	grasi
gráskin	gráskinn
graskinu	grasinu
graskur	grasker
grásog	grátsog
grassið	grasið
grastann	rastann
grasystingur	grasaystingur
grat	gat
grata	gráta
grátam	gráta
grátbeðija	grátbiðja
grátbeið	grátbeðið
grátbeiðir	grátbeiðnir
gratinni	grátinni
gratta	grótta
gráturs	grátur
graufst	raufst
graulir	gaulir
graunar	raunar;gránar
graunara	grafnara
grauns	gruns
grautfúgin	grautfúin
graws	gras
grðja	græja
gre9iðslusedill	greiðsluseðill
greann	greiðann
greða	greiða
greddara	greiddara
gredduð	greidduð
gréðuði	gréruði
green	grein
grefan	grafan
grefillin	grefillinn
grefilling	grefillinn
grefist	gefist
greiá	grein
greida	greiða
greiđa	greiða
greiðaðir	greiðkaðir
greiðsl	greiðslu
greiðslusedill	greiðsluseðill
greifu	greifi
greim	grein
greimfarið	geimfarið
greinager	greinargerð
greinagrerð	greinargerð
greinamerkjasetning	greinarmerkjasetning
greinanar	greinarnar
greinarerð	greinargerð
greinarmerkum	greinarmerkjum
greinða	greiða
greindann	greindan
greindarhöfundur	greinarhöfundur
greinlegri	greinilegri
greinn	grein
greinnina	greinina
greinur	greinir
greisla	greiðsla
greitar	greinar
greiüa	greiða
grekkara	greikkar
gremj	gremju
gremjadt	gremjast
gremjasy	gremjast
gremlinginn	gemlinginn
grend	grennd
grendara	grandara
grendarkynning	grenndarkynning
grendinni	grenndinni
grengjandi	grenjandi
greninelur	grenimelur
grenndarennsla	grenndarvinnsla
grennsla	rennsla
grenslast	grennslast
grera	gera
gresti	gesti
gresugan	grösugan
grettue	grettu
greyðq	greið
greyfynjunni	greifynjunni
greyjið	greyið
greymi	gleymi
greymjulegt	gremjulegt
greynast	greinast
greyning	greining
greynir	greinir
gríðalega	gríðarlega
griðan	greiðan
griðarleg	gríðarleg
griðarlega	gríðarlega
griðarsáttmáli	griðasáttmáli
griðarstaður	griðastaður
griddur	greiddur
griðingum	girðingum
griðnast	gripnast
griðnist	greiðist
grief	gref
grífa	grípa
griff	grip
griffa	griffla
grifft	griffli
griflar	griplar
gríikki	Grikki;grikki
griki	Grikki;grikk;grikki
grikkar	Grikkir;grikkir
gríkki	Grikki;grikki
grikkki	Grikki;grikki
grikklamd	Grikkland
gríkkland	Grikkland
gríkklandi	Grikklandi
gríkland	Grikkland
grili	grilli
grílla	grilla
grílukerti	grýlukerti
grilum	grillum
grílurnar	grýlurnar
grimdarverk	grimmdarverk
grimmilegue	grimmilegu
grimr	grimm;Grímur
grimsey	Grímsey
grímur…•	Grímur
grinari	gripnari
grindavik	Grindavík
gríndavik	Grindavík
grinði	griði
grinðing	grinding
grinðinguna	grindinguna
grindinna	grindina
grindun	grindum
gríndur	grindur
grinf	grind
grinhir	grindir
grinilega	greinilega
grinilegt	greinilegt
grínkaði	grínaði
grínkaðo	grínað
grinlegar	greinilegar
gríoa	grípa
grìpa	grípa
gripluni	griplunni
gripping	gripning
gris	grís
grísin	grísinn
grísins	gríssins
grísjun	grisjun
grísjún	grisjun
grísjur	grisjur
grisku	grísku
grísla	gísla
grísnisti	grínisti
grissn	grisin
grístarstór	gríðarstór
grísu	grísku
grisun	grisjun
grit	girt
grít	grín
grjemjast	gremjast
grjórn	grjón
grjótt	grjót
grjótur	grjóturð
grø	gr.
groa	gróa
gróaðinn	gróðinn
gróðarhús	gróðurhús
gróðrastöð	gróðrarstöð
gróðravon	gróðavon
gröðs	grös
groðurinn	gróðurinn
gróðurvermd	gróðurvernd
gröfl	gröf
groflega	gróflega
gröfta	gröft
gröfti	gröft
gröfts	gröft
gröftud	gröftur
groftur	gröftur
gróftur	grófur
grokinni	krokinni;rokinni
gromsun	gromsum
grömsun	grömsum
gronkir	grunkir
groq	grot
gros	gross
gróssi	góssi
grotæta	grotta
gróthól	grjóthól;Grjóthól
grótinn	grátinn
grotlaða	grotnaða
grrunnskólaaldur	grunnskólaaldur
grubbing	grubbi
grúðursetti	gróðursetti
gruðust	gröðust
grufđi	grúfði
grufði	grúfði
grumann	gumann
grumanna	rumanna
grumsemdir	grunsemdir
grunaðu	grunaður
grunarðra	grunaðra
grunaru	grunar
grunding	grundin
grundvallaatriði	grundvallaratriði
grundvðllur	grundvöllur
grundvellir	grundvelli
grunmynd	grunnmynd
grunnsuð	grunnuð
grunnvöllur	grundvöllur
grupp	grepp
grútaða	grúnaða
grútsins	grútins
grwiða	griða
grýæukerti	grýlukerti
grybba	gribba
grýðar	gríðar
grýfsað	grúfsað
grygja	gryfja
grýmur	grímur
grýndar	rýndar
grynini	grynni
grynka	grynnka
grynst	grynnst
gryplur	griplur
gryslur	grisjur
grýtaða	grýtta
grýtin	grýti
grýtni	grýti
gryttar	grýttar
gsegja	segja
gtænn	grænn
gtretti	gretti
guasts	gusts
gubjartur	guðbjartur
gud	guð
guðbe	guðbet
guðbel	guðbil
guðbjartir	Guðbjartur
guðbrahdur	Guðbrandur
guðbrandir	Guðbrandur
guðdóm­leg­ar	guðdómlegar
guðinason	Guðnason
guðinna	Guðfinna
guðinur	guðinum
guðjon	Guðjón
guðjón	Guðjón
guðláfur	Guðleifur;gulfur
guðlaugu	Guðlaugu;Guðlaugur
guðles	guðlegs
guðlest	guðlast
guðleyf	Guðleif
guðmudnur	Guðmundur
gudmund	Guðmund
guðmundssonur	Guðmundsson
guðmundunr	Guðmundur
gudmunđur	Guðmundur
guðmuundur	Guðmundur
guðmý	Guðný
guðn	Guðni
guðn´	Guðni
guðn´6	Guðni
gudna	Guðna
guðnæy	Guðný
guđní	Guðni;Guðný
guðnúý	Guðný
guðny	Guðný
gúðný	Guðný
gudr	guður;guð
guðræknis	guðrækni
gudrum	gurum
gudrun	Guðrún
guđrún	Guðrún
guđrūn	Guðrún
guðrun	Guðrún
gúðrun	Guðrún
gúðrún	Guðrún
guðrúnarf	Guðrúnar
guðse	guðs
guðumundur	Guðmundur
guðún	Guðrún
gufaðist	gaufaðist
gug	hug;dug
gugat	gugta
guggan	guggna
guggi	gluggi
gugglanum	glugganum
guggli	guggni
gugguna	guggna
gugleg	dugleg
gugnaði	guggnaði
gugsanir	hugsanir
gukir	gulkir
gukur	gaukur;Gaukur
gulars	gular
gulat	gult
gulfófur	gulrófur
gulfoss	Gullfoss
gulgga	glugga
gulgur	gulur
gulkoss	gullkross
gullar	gular
gullfellga	gullfallega
gullibú	gullabú
gullirs	gullrifs
gullkoss	gullkross
gullslalinn	gullsalinn
gullsnalinn	gullsalinn
gullspalinn	gullsalinn
gullstalinn	gullstólinn
gullủ	gull
gullur	fullur;gulur;gylltur
gullủr	gullúr
gullvesen	gullvespan
gulnast	gulna
gulnu	gullnu
gulrætar	gulrætur
gulríot	gulrót
gulrot	gulrót
gulröt	gulrót
gulróts	gulrót
gulrut	gulrót
gulto	gult
gultót	gulrót
gulue	gulu
guluf	gulu
gumaðan	gumað;gummaðan
gumaður	gumað;gufaður
gumdu	glumdu;komdu
gummíbátur	gúmmíbátur
gummistígvél	gúmmístígvél
gummístigvél	gúmmístígvél
gummístígvélin	gúmmístígvélin
gummulaði	gúmmulaði
gun	gin
gunanr	gunnar;Gunnar
gunar	gunnar;Gunnar
gungugrínd	göngugrind
gunhildur	Gunnhildur
gunlaugur	Gunnlaugur
gunnaði	Gunnari;hannaði
gunnart	gunnar;Gunnar
gunnið	unnið
gunnir	gunnar;Gunnar
gunnlaugr	Gunnlaugur
gunnlaugson	Gunnlaugsson
gunny	Gunný;Guðný;gunni;Gunni
guns	gunnar;Gunnar
guný	Gunný;Guðný
gunþór	Gunnþór
guo	guð
gupið	gapið
guppupest	gubbupest
gurð	gerð
gurði	gerði
gurður	gerður
gurfanna	gufanna
gurgla	gúrgla
gurka	gúrka
gurkan	gúrkan
gurkin	gúrkan
gurmann	guðmann
gurmanna	gumanna
gurt	gert
gurtuna	urtuna
gusana	gusanna
gusans	gusan
gusin	gisin
gusla	busla
guslar	gular
guslara	gulara
guslarar	göslarar
guslari	göslari
gussara	gussaðra
gussari	gussaðri
gustana	gustanna
gusttu	gutu
gusttuð	gutuð
gustug	gustuk
gustugt	gugti
gusugu	gusuðu
gusupu	gusuðu
guttaðs	gugtaðs
guttla	gutla
guttó	gettó
guttuð	gutuð
guttur	guttar
gutur	getur
guv	guð
guy	gey
guþný	Guðný
gvadelúpeyjar	Gvadalúpeyjar
gvandur	gandur
gvanþróað	vanþróað
gvás	glás
gvengur	gengur
gvenntum	glenntum
gverfa	hverfa
gverið	verið
gvés	vés
gvisu	gistu
gvuðjón	Guðjón
gvýs	gýs;gys
gyda	gyða
gyðue	gyðu
gygt	gigt
gyk	ryk
gyl	gil
gylfannað	gylfanna
gylfannara	gylfanna
gylfannas	gylfanna
gylfannast	gylfanna
gylhjast	giljast
gyljan	kyljan
gyllaap	gylla
gylnnti	grynnti
gylnti	gyllti
gyma	geyma
gymbri	gymbrin
gympri	ympri
gyms	glyms
gymti	gyti
gyn	gin;kyn
gýn	gin;gín;sýn
gynna	ginna
gyntaði	pyntaði
gyptin	Egyptinn
gýr	kýr;gýs
gyrðasta	gyrða
gyrðasts	gyrðast
gyrðastu	gyrðistu
gyrður	gyrðir;Gyrðir;Gerður
gyrn	gin
gysinn	gisinn
gysnar	gisnar
gyssi	gysi
gystar	geystar
gytnaði	getnaði
gyxum	yxum
gyýs	gýs
gzmla	gamla
háðin	háðir;hæðin
hæd	hæð
hæđ	hæð
hæta	gæta;hætta
hafað	hafið;haft
hafn	hrafn;hafna;jafn
hafnafjörður	Hafnarfjörður
hafþór	Hafþór
hagalín	Hagalín
hakon	Hákon
hákon	Hákon
haldreypi	haldreipi
halldór	Halldór
hállt	hált
halsi	haldi
hamborgarahryggur	hamborgarhryggur
hamburgari	hamborgari
hand	handa;hann;hönd
handakriki	handarkriki
handklæð	handklæði
handskar	hanskar
handski	hanski
handur	hendur
hanns	hans
har	hár
harð	harður
harðarsson	harðarson
harna	harðna
háskola	háskóla
háskoli	háskóli
hat	haft;gat;fat;at
hát	hátt
hátið	hátíð
háur	hár
hava	hafa
havær	hávær
havaxinn	hávaxinn
he	hef
hei	hey
heiðann	heiðan
heiðskýr	heiðskír
heiðskýrt	heiðskírt
heilrennt	heilrent
heilur	keilur
heimalingur	heimalningur
heimildarskrá	heimildaskrá
heimir	Heimir
heimsók	heimsókn
heimsokn	heimsókn
heira	heyra
heitann	heitan
hél	hel;él;gel
helð	held
heldr	heldur
hello	hellu;helli
henar	hennar
hengur	lengur;hangir
henntar	hentar
hepinn	heppinn
herbegi	herbergi
herna	hérna
herr	her;hér;herra
hestr	hestur
hestu	helstu;hestur
hetur	heitur;betur;metur;hnetur;hertur
heyrnatæki	heyrnartæki
heyrnatól	heyrnartól
himminn	himinn
hininn	himinn
hinseginn	hinsegin
hír	hýr;hór
hirn	horn;hyrna
his	hins
hisja	hysja
hisst	misst;hist
hit	hitt
hittst	hist;hittust
hjæja	hlæja
hjalp	hjálp
hjalpa	hjálpa
hjálpa	hjálpa
hjart	hjarta;hart
hjlómsveit	hljómsveit
hjol	hjól
hjola	hjóla
hjolið	hjólið
hjóp	hjó;hljóp
hjörður	fjörður;Hörður
hjúkrunafræðingur	hjúkrunarfræðingur
hlada	hlaða
hlæga	hlæja;hlægja
